Module,Question (English),Answer (English),Service,Question (Arabic),Answer (Arabic),Keywords
Rental Dispute Centre,What is the time limit for filing an appeal claim?,"An appeal must normally be filed within 15 days of the date of the initial judgment or of receipt of the judgment, unless the law provides a different deadline.",Rental Dispute Centre,ما هي المهلة الزمنية لتقديم دعوى الاستئناف؟,عادةً يجب تقديم الاستئناف خلال 15 يومًا من تاريخ صدور الحكم الابتدائي أو من تاريخ استلام الحكم، ما لم ينص القانون على مهلة مختلفة.,
Rental Dispute Centre,What is the Ejari contract renewal service through the Rental Dispute Center?,The service allows you to renew an Ejari contract if the landlord refuses to renew the lease for any reason after the judge approves the execution containing the Ejari contract renewal request.,Rental Dispute Centre,ماهي خدمة تجديد عقد ايجاري من خلال مركز فض المنازعات الايجارية,تمكنك الخدمة من تجديد عقد ايجاري في حالة رفض المالك تجديد عقد الايجار لاي سبب من الاسباب بعد موافقة القاضي على  التنفيذ الذي يحوي على طلب تجديد عقد ايجاري ,Ejari contract renewal
Rental Dispute Centre,Steps to renew an Ejari contract through the Rental Dispute Center,"1- Register a preliminary case based on the Ejari contract 2- Add a request to renew the Ejari contract to the claims 3- Register execution on the preliminary case and attach cheques or proof of payment 4- If the Executive Director of Financial Affairs approves the request, a message will be sent to the tenant stating that the contract has been renewed according to the issued ruling.",Rental Dispute Centre,خطوات تجديد عقد ايجاري من خلال مركز فض المنازعات الايجارية ,1- تسجيل قضية ايتدائية بناء على عقد ايجاري,Ejari contract renewal
Rental Dispute Centre,"If the Executive Director of Financial Affairs approves the request but my contract is not renewed, what should I do?",You need to visit the Rental Dispute Center to find out the reason.,Rental Dispute Centre,في حال موافقة  المدير التنفيذي للشؤون المالية على الطلب ولم يتم تجديد عقدي ماذا افعل ,يجب عليك مراجعة مركز فض المنازعات الايجارية لمعرفة السبب ,Ejari contract renewal
Rental Dispute Centre,"If the Executive Director of Financial Affairs rejects the contract renewal request, what should I do?",You need to review the reason for rejection in the case and then submit an electronic request to renew the contract again.,Rental Dispute Centre,في حال رفض  المدير التنفيذي للشؤون المالية طلب تجديد العقد ماذا افعل ,يجب عليك مراجعة سبب الرفض الموجود في القضية ومن ثم تقديم طلب الكتروني لتجديد العقد مرة اخرى ,Ejari contract renewal
Rental Dispute Centre,I registered a preliminary case without an Ejari contract and want to renew the contract through the Rental Dispute Center.,"Unfortunately, the contract cannot be automatically renewed if the preliminary case is not registered according to an Ejari contract.",Rental Dispute Centre,سجلت قضية ايتدائية بدون عقد ايجاري واريد تجديد العقد من خلال مركز فض المنازعات الايجارية,للأسف لايمكن تجديد العقد بطريقة تلقائية في حال لم يتم تسجيل القضية الابتدائية وفق عقد ايجاري,Ejari contract renewal
Rental Dispute Centre,I entered incorrect contract information while registering the execution case for renewing the Ejari contract. What should I do?,"If the entered information does not match the issued ruling, the request in the case will be rejected, and you will need to submit an electronic request to renew the contract with the correct information.",Rental Dispute Centre,لقد قمت بأدخال خاطئ لمعلومات العقد اثناء تسجيل القضية التنفيذية لتجديد عقد ايجاري ماذا افعل,في حال كانت المعلومات المدخلة غير مطابقة للحكم الصادر سوف يتم رفض الطلب في القضية وعليك تقديم طلب الكتروني لتجدير العقد يحوي على المعلومات الصحيحة,Ejari contract renewal
Rental Dispute Centre,When can I submit an electronic request to renew the Ejari contract?,You can submit an electronic request to renew the contract if the renewal request in the execution file is rejected and after 7 days of opening the execution file.,Rental Dispute Centre,متى يمكنني التقدم بطلب الكتروني لتجديد العقد الايجاري, تقديم طلب الكتروني لتجديد العقد في حال رفض طلب تجديد العقد في ملف التنفيذ وبعد مرور 7 ايام على فتح الملف التنفيذي ,Ejari contract renewal
Rental Dispute Centre,What should I do after my Ejari renewal request is accepted?,"You will receive a message with a payment link for Ejari fees. After payment, you can download the new Ejari contract.",Rental Dispute Centre,ماذا علي ان افعل بعد قبول طلب تجديد ايجاري,سوف تستلم رسالة فيها رابط الدفع لرسوم ايجاري وبعد الدفع تستطيع تحميل عقد ايجاري الجديد,"Ejari contract renewal, notifications"
Rental Dispute Centre,"I registered an execution, and the page for attaching cheques or proof of payment did not appear. Why?",This page will only appear if the preliminary case is registered through an Ejari contract.,Rental Dispute Centre,قمت بستجيل تنفيذ ولم تظهر صفحة ارفاق الشيكات او اثبات الدفع لماذا,هذه الصفحة سوف تظهر فقط في حالة تسجيل الدعوى الابتدائية عن طريق عقد ايجاري ,Ejari contract renewal
